Municipality,IBGE.Code,IBGE.Code6,State,Region,Koppen,Altitude
Cumaru,2604908,260490,PE,Nordeste,As,360
Cupira,2605004,260500,PE,Nordeste,As,449
Custódia,2605103,260510,PE,Nordeste,BSh,546
Dormentes,2605152,260515,PE,Nordeste,BSh,490
Escada,2605202,260520,PE,Nordeste,Am,145
Exu,2605301,260530,PE,Nordeste,As,695
Feira Nova,2605400,260540,PE,Nordeste,As,159
Ferreiros,2605509,260550,PE,Nordeste,As,98
Flores,2605608,260560,PE,Nordeste,BSh,563
Floresta,2605707,260570,PE,Nordeste,BSh,395
Frei Miguelinho,2605806,260580,PE,Nordeste,As,385
Gameleira,2605905,260590,PE,Nordeste,Am,127
Garanhuns,2606002,260600,PE,Nordeste,As,760
Glória do Goitá,2606101,260610,PE,Nordeste,As,186
Goiana,2606200,260620,PE,Nordeste,Am,45
Granito,2606309,260630,PE,Nordeste,BSh,475
Gravatá,2606408,260640,PE,Nordeste,As,460
Iati,2606507,260650,PE,Nordeste,As,425
Ibimirim,2606606,260660,PE,Nordeste,BSh,499
Ibirajuba,2606705,260670,PE,Nordeste,As,580
Igarassu,2606804,260680,PE,Nordeste,Am,70
Iguaraci,2606903,260690,PE,Nordeste,BSh,631
Inajá,2607000,260700,PE,Nordeste,BSh,484
Ingazeira,2607109,260710,PE,Nordeste,BSh,575
Ipojuca,2607208,260720,PE,Nordeste,Am,62
Ipubi,2607307,260730,PE,Nordeste,As,760
Itacuruba,2607406,260740,PE,Nordeste,BSh,319
Itaíba,2607505,260750,PE,Nordeste,As,449
Ilha de Itamaracá,2607604,260760,PE,Nordeste,Am,20
Itambé,2607653,260765,PE,Nordeste,As,100
Itapetim,2607703,260770,PE,Nordeste,BSh,667
Itapissuma,2607752,260775,PE,Nordeste,Am,23
Itaquitinga,2607802,260780,PE,Nordeste,As,97
Jaboatão dos Guararapes,2607901,260790,PE,Nordeste,As,63
Jaqueira,2607950,260795,PE,Nordeste,As,302
Jataúba,2608008,260800,PE,Nordeste,BSh,651
Jatobá,2608057,260805,PE,Nordeste,BSh,311
João Alfredo,2608107,260810,PE,Nordeste,As,297
Joaquim Nabuco,2608206,260820,PE,Nordeste,Am,236
Jucati,2608255,260825,PE,Nordeste,As,759
Jupi,2608305,260830,PE,Nordeste,As,741
Jurema,2608404,260840,PE,Nordeste,As,714
Lagoa do Carro,2608453,260845,PE,Nordeste,As,127
Lagoa do Itaenga,2608503,260850,PE,Nordeste,As,139
Lagoa do Ouro,2608602,260860,PE,Nordeste,As,638
Lagoa dos Gatos,2608701,260870,PE,Nordeste,As,561
Lagoa Grande,2608750,260875,PE,Nordeste,BSh,430
Lajedo,2608800,260880,PE,Nordeste,As,645
Limoeiro,2608909,260890,PE,Nordeste,As,169
Macaparana,2609006,260900,PE,Nordeste,As,460
Machados,2609105,260910,PE,Nordeste,As,291
Manari,2609154,260915,PE,Nordeste,BSh,576
Maraial,2609204,260920,PE,Nordeste,As,305
Mirandiba,2609303,260930,PE,Nordeste,BSh,504
Moreno,2609402,260940,PE,Nordeste,As,159
Nazaré da Mata,2609501,260950,PE,Nordeste,As,91
Olinda,2609600,260960,PE,Nordeste,Am,20
Orobó,2609709,260970,PE,Nordeste,As,421
Orocó,2609808,260980,PE,Nordeste,BSh,374
Ouricuri,2609907,260990,PE,Nordeste,BSh,484
Palmares,2610004,261000,PE,Nordeste,As,196
Palmeirina,2610103,261010,PE,Nordeste,As,591
Panelas,2610202,261020,PE,Nordeste,As,647
Paranatama,2610301,261030,PE,Nordeste,As,781
Parnamirim,2610400,261040,PE,Nordeste,BSh,419
Passira,2610509,261050,PE,Nordeste,As,207
Paudalho,2610608,261060,PE,Nordeste,As,116
Paulista,2610707,261070,PE,Nordeste,Am,39
Pedra,2610806,261080,PE,Nordeste,BSh,537
Pesqueira,2610905,261090,PE,Nordeste,As,791
Petrolândia,2611002,261100,PE,Nordeste,BSh,366
Petrolina,2611101,261110,PE,Nordeste,BSh,421
Poção,2611200,261120,PE,Nordeste,As,904
Pombos,2611309,261130,PE,Nordeste,As,341
Primavera,2611408,261140,PE,Nordeste,As,367
Quipapá,2611507,261150,PE,Nordeste,As,555
Quixaba,2611533,261153,PE,Nordeste,As,628
Recife,2611606,261160,PE,Nordeste,Am,33
Riacho das Almas,2611705,261170,PE,Nordeste,As,443
Ribeirão,2611804,261180,PE,Nordeste,Am,151
Rio Formoso,2611903,261190,PE,Nordeste,Am,86
Sairé,2612000,261200,PE,Nordeste,As,628
Salgadinho,2612109,261210,PE,Nordeste,As,254
Salgueiro,2612208,261220,PE,Nordeste,BSh,481
Saloá,2612307,261230,PE,Nordeste,As,694
Sanharó,2612406,261240,PE,Nordeste,As,726
Santa Cruz,2612455,261245,PE,Nordeste,BSh,491
Santa Cruz da Baixa Verde,2612471,261247,PE,Nordeste,As,801
Santa Cruz do Capibaribe,2612505,261250,PE,Nordeste,BSh,511
Santa Filomena,2612554,261255,PE,Nordeste,BSh,573
Santa Maria da Boa Vista,2612604,261260,PE,Nordeste,BSh,399
Santa Maria do Cambucá,2612703,261270,PE,Nordeste,As,478
Santa Terezinha,2612802,261280,PE,Nordeste,BSh,729
São Benedito do Sul,2612901,261290,PE,Nordeste,As,460
São Bento do Una,2613008,261300,PE,Nordeste,As,662
São Caitano,2613107,261310,PE,Nordeste,BSh,639
São João,2613206,261320,PE,Nordeste,As,736
São Joaquim do Monte,2613305,261330,PE,Nordeste,As,485
São José da Coroa Grande,2613404,261340,PE,Nordeste,Am,47
São José do Belmonte,2613503,261350,PE,Nordeste,BSh,543
São José do Egito,2613602,261360,PE,Nordeste,BSh,616
São Lourenço da Mata,2613701,261370,PE,Nordeste,As,105
São Vicente Ferrer,2613800,261380,PE,Nordeste,As,444
Serra Talhada,2613909,261390,PE,Nordeste,BSh,489
Serrita,2614006,261400,PE,Nordeste,BSh,482
Sertânia,2614105,261410,PE,Nordeste,BSh,575
Sirinhaém,2614204,261420,PE,Nordeste,Am,60
Moreilândia,2614303,261430,PE,Nordeste,As,602
Solidão,2614402,261440,PE,Nordeste,As,673
Surubim,2614501,261450,PE,Nordeste,As,367
Tabira,2614600,261460,PE,Nordeste,BSh,614
Tacaimbó,2614709,261470,PE,Nordeste,As,621
Tacaratu,2614808,261480,PE,Nordeste,BSh,465
Tamandaré,2614857,261485,PE,Nordeste,Am,66
Taquaritinga do Norte,2615003,261500,PE,Nordeste,BSh,528
Terezinha,2615102,261510,PE,Nordeste,As,665
Terra Nova,2615201,261520,PE,Nordeste,BSh,402
Timbaúba,2615300,261530,PE,Nordeste,As,216
Toritama,2615409,261540,PE,Nordeste,BSh,384
Tracunhaém,2615508,261550,PE,Nordeste,As,112
Trindade,2615607,261560,PE,Nordeste,BSh,522
Triunfo,2615706,261570,PE,Nordeste,As,729
Tupanatinga,2615805,261580,PE,Nordeste,BSh,628
Tuparetama,2615904,261590,PE,Nordeste,BSh,613
Venturosa,2616001,261600,PE,Nordeste,As,638
Verdejante,2616100,261610,PE,Nordeste,BSh,508
Vertente do Lério,2616183,261618,PE,Nordeste,As,466
Vertentes,2616209,261620,PE,Nordeste,As,450
Vicência,2616308,261630,PE,Nordeste,As,176
Vitória de Santo Antão,2616407,261640,PE,Nordeste,As,253
Xexéu,2616506,261650,PE,Nordeste,As,167
Água Branca,2700102,270010,AL,Nordeste,As,368
Anadia,2700201,270020,AL,Nordeste,As,189
Arapiraca,2700300,270030,AL,Nordeste,As,244
Atalaia,2700409,270040,AL,Nordeste,As,143
Barra de Santo Antônio,2700508,270050,AL,Nordeste,Am,43
Barra de São Miguel,2700607,270060,AL,Nordeste,As,47
Batalha,2700706,270070,AL,Nordeste,BSh,164
Belém,2700805,270080,AL,Nordeste,As,317
Belo Monte,2700904,270090,AL,Nordeste,BSh,128
Boca da Mata,2701001,270100,AL,Nordeste,As,142
Branquinha,2701100,270110,AL,Nordeste,As,230
Cacimbinhas,2701209,270120,AL,Nordeste,As,246
Cajueiro,2701308,270130,AL,Nordeste,As,168
Campestre,2701357,270135,AL,Nordeste,Am,138
Campo Alegre,2701407,270140,AL,Nordeste,As,146
Campo Grande,2701506,270150,AL,Nordeste,As,151
Canapi,2701605,270160,AL,Nordeste,As,357
Capela,2701704,270170,AL,Nordeste,As,188
Carneiros,2701803,270180,AL,Nordeste,As,332
Chã Preta,2701902,270190,AL,Nordeste,As,449
Coité do Nóia,2702009,270200,AL,Nordeste,As,254
Colônia Leopoldina,2702108,270210,AL,Nordeste,As,315
Coqueiro Seco,2702207,270220,AL,Nordeste,Am,55
Coruripe,2702306,270230,AL,Nordeste,As,62
Craíbas,2702355,270235,AL,Nordeste,BSh,235
Delmiro Gouveia,2702405,270240,AL,Nordeste,BSh,250
Dois Riachos,2702504,270250,AL,Nordeste,As,265
Estrela de Alagoas,2702553,270255,AL,Nordeste,As,299
Feira Grande,2702603,270260,AL,Nordeste,As,196
Feliz Deserto,2702702,270270,AL,Nordeste,As,19
Flexeiras,2702801,270280,AL,Nordeste,As,170
Girau do Ponciano,2702900,270290,AL,Nordeste,As,227
Ibateguara,2703007,270300,AL,Nordeste,As,488
Igaci,2703106,270310,AL,Nordeste,As,250
Igreja Nova,2703205,270320,AL,Nordeste,As,63
Inhapi,2703304,270330,AL,Nordeste,As,310
Jacaré dos Homens,2703403,270340,AL,Nordeste,BSh,154
Jacuípe,2703502,270350,AL,Nordeste,Am,112
Japaratinga,2703601,270360,AL,Nordeste,Am,37
Jaramataia,2703700,270370,AL,Nordeste,BSh,177
Jequiá da Praia,2703759,270375,AL,Nordeste,As,65
Joaquim Gomes,2703809,270380,AL,Nordeste,As,212
Jundiá,2703908,270390,AL,Nordeste,Am,116
Junqueiro,2704005,270400,AL,Nordeste,As,170
Lagoa da Canoa,2704104,270410,AL,Nordeste,As,266
Limoeiro de Anadia,2704203,270420,AL,Nordeste,As,201
Maceió,2704302,270430,AL,Nordeste,Am,59
Major Isidoro,2704401,270440,AL,Nordeste,As,203
Maragogi,2704500,270450,AL,Nordeste,Am,63
Maravilha,2704609,270460,AL,Nordeste,As,343
Marechal Deodoro,2704708,270470,AL,Nordeste,Am,48
Maribondo,2704807,270480,AL,Nordeste,As,256
Mar Vermelho,2704906,270490,AL,Nordeste,As,436
Mata Grande,2705002,270500,AL,Nordeste,As,452
Matriz de Camaragibe,2705101,270510,AL,Nordeste,Aw,90
Messias,2705200,270520,AL,Nordeste,As,129
Minador do Negrão,2705309,270530,AL,Nordeste,As,292
Monteirópolis,2705408,270540,AL,Nordeste,BSh,229
Murici,2705507,270550,AL,Nordeste,As,186
Novo Lino,2705606,270560,AL,Nordeste,Aw,158
Olho d'Água das Flores,2705705,270570,AL,Nordeste,As,260
Olho d'Água do Casado,2705804,270580,AL,Nordeste,As,266
Olho d'Água Grande,2705903,270590,AL,Nordeste,As,116
Olivença,2706000,270600,AL,Nordeste,As,230
Ouro Branco,2706109,270610,AL,Nordeste,As,368
Palestina,2706208,270620,AL,Nordeste,BSh,155
Palmeira dos índios,2706307,270630,AL,Nordeste,As,361
Pão de Açúcar,2706406,270640,AL,Nordeste,BSh,139
Pariconha,2706422,270642,AL,Nordeste,As,362
Paripueira,2706448,270644,AL,Nordeste,Am,43
Passo de Camaragibe,2706505,270650,AL,Nordeste,Am,33
Paulo Jacinto,2706604,270660,AL,Nordeste,As,414
Penedo,2706703,270670,AL,Nordeste,As,52
Piaçabuçu,2706802,270680,AL,Nordeste,As,7
Pilar,2706901,270690,AL,Nordeste,As,91
Pindoba,2707008,270700,AL,Nordeste,As,349
Piranhas,2707107,270710,AL,Nordeste,BSh,214
Poço das Trincheiras,2707206,270720,AL,Nordeste,As,385
Porto Calvo,2707305,270730,AL,Nordeste,Am,52
Porto de Pedras,2707404,270740,AL,Nordeste,Am,50
Porto Real do Colégio,2707503,270750,AL,Nordeste,As,72
Quebrangulo,2707602,270760,AL,Nordeste,As,469
Rio Largo,2707701,270770,AL,Nordeste,As,105
Roteiro,2707800,270780,AL,Nordeste,As,63
Santa Luzia do Norte,2707909,270790,AL,Nordeste,Am,54
Santana do Ipanema,2708006,270800,AL,Nordeste,As,337
Santana do Mundaú,2708105,270810,AL,Nordeste,As,356
São Brás,2708204,270820,AL,Nordeste,As,50
São José da Laje,2708303,270830,AL,Nordeste,As,383
São José da Tapera,2708402,270840,AL,Nordeste,BSh,236
São Luís do Quitunde,2708501,270850,AL,Nordeste,Am,90
São Miguel dos Campos,2708600,270860,AL,Nordeste,As,100
São Miguel dos Milagres,2708709,270870,AL,Nordeste,Am,45
São Sebastião,2708808,270880,AL,Nordeste,As,154
Satuba,2708907,270890,AL,Nordeste,Am,57
Senador Rui Palmeira,2708956,270895,AL,Nordeste,As,305
Tanque d'Arca,2709004,270900,AL,Nordeste,As,275
Taquarana,2709103,270910,AL,Nordeste,As,253
Teotônio Vilela,2709152,270915,AL,Nordeste,As,124
Traipu,2709202,270920,AL,Nordeste,As,149
União dos Palmares,2709301,270930,AL,Nordeste,As,280
Viçosa,2709400,270940,AL,Nordeste,As,342
Amparo de São Francisco,2800100,280010,SE,Nordeste,As,67
Aquidabã,2800209,280020,SE,Nordeste,As,170
Aracaju,2800308,280030,SE,Nordeste,Am,8
Arauá,2800407,280040,SE,Nordeste,As,98
Areia Branca,2800506,280050,SE,Nordeste,As,185
Barra dos Coqueiros,2800605,280060,SE,Nordeste,Am,6
Boquim,2800670,280067,SE,Nordeste,As,121
Brejo Grande,2800704,280070,SE,Nordeste,As,6
Campo do Brito,2801009,280100,SE,Nordeste,As,166
Canhoba,2801108,280110,SE,Nordeste,As,86
Canindé de São Francisco,2801207,280120,SE,Nordeste,BSh,250
Capela,2801306,280130,SE,Nordeste,As,121
Carira,2801405,280140,SE,Nordeste,As,278
Carmópolis,2801504,280150,SE,Nordeste,As,28
Cedro de São João,2801603,280160,SE,Nordeste,As,47
Cristinápolis,2801702,280170,SE,Nordeste,Am,111
Cumbe,2801900,280190,SE,Nordeste,As,195
Divina Pastora,2802007,280200,SE,Nordeste,As,54
Estância,2802106,280210,SE,Nordeste,Am,39
Feira Nova,2802205,280220,SE,Nordeste,As,197
Frei Paulo,2802304,280230,SE,Nordeste,As,226
Gararu,2802403,280240,SE,Nordeste,As,138
General Maynard,2802502,280250,SE,Nordeste,As,31
Gracho Cardoso,2802601,280260,SE,Nordeste,As,215
Ilha das Flores,2802700,280270,SE,Nordeste,As,6
Indiaroba,2802809,280280,SE,Nordeste,Am,50
Itabaiana,2802908,280290,SE,Nordeste,As,195
Itabaianinha,2803005,280300,SE,Nordeste,As,164
Itabi,2803104,280310,SE,Nordeste,As,169
Itaporanga d'Ajuda,2803203,280320,SE,Nordeste,Am,58
Japaratuba,2803302,280330,SE,Nordeste,As,65
Japoatã,2803401,280340,SE,Nordeste,As,112
Lagarto,2803500,280350,SE,Nordeste,As,181
Laranjeiras,2803609,280360,SE,Nordeste,As,41
Macambira,2803708,280370,SE,Nordeste,As,186
Malhada dos Bois,2803807,280380,SE,Nordeste,As,110
Malhador,2803906,280390,SE,Nordeste,As,149
Maruim,2804003,280400,SE,Nordeste,As,30
Moita Bonita,2804102,280410,SE,Nordeste,As,212
Monte Alegre de Sergipe,2804201,280420,SE,Nordeste,As,241
Muribeca,2804300,280430,SE,Nordeste,As,125
Neópolis,2804409,280440,SE,Nordeste,As,60
Nossa Senhora Aparecida,2804458,280445,SE,Nordeste,As,232
Nossa Senhora da Glória,2804508,280450,SE,Nordeste,As,241
Nossa Senhora das Dores,2804607,280460,SE,Nordeste,As,170
Nossa Senhora de Lourdes,2804706,280470,SE,Nordeste,As,124
Nossa Senhora do Socorro,2804805,280480,SE,Nordeste,Am,28
Pacatuba,2804904,280490,SE,Nordeste,As,35
Pedra Mole,2805000,280500,SE,Nordeste,As,187
Pedrinhas,2805109,280510,SE,Nordeste,As,135
Pinhão,2805208,280520,SE,Nordeste,As,215
Pirambu,2805307,280530,SE,Nordeste,As,38
Poço Redondo,2805406,280540,SE,Nordeste,BSh,234
Poço Verde,2805505,280550,SE,Nordeste,As,296
Porto da Folha,2805604,280560,SE,Nordeste,BSh,170
Propriá,2805703,280570,SE,Nordeste,As,23
Riachão do Dantas,2805802,280580,SE,Nordeste,As,256
Riachuelo,2805901,280590,SE,Nordeste,As,52
Ribeirópolis,2806008,280600,SE,Nordeste,As,236
Rosário do Catete,2806107,280610,SE,Nordeste,As,39
Salgado,2806206,280620,SE,Nordeste,As,110
Santa Luzia do Itanhy,2806305,280630,SE,Nordeste,Am,61
Santana do São Francisco,2806404,280640,SE,Nordeste,As,62
Santa Rosa de Lima,2806503,280650,SE,Nordeste,As,111
Santo Amaro das Brotas,2806602,280660,SE,Nordeste,As,21
São Cristóvão,2806701,280670,SE,Nordeste,Am,43
São Domingos,2806800,280680,SE,Nordeste,As,179
São Francisco,2806909,280690,SE,Nordeste,As,89
São Miguel do Aleixo,2807006,280700,SE,Nordeste,As,184
Simão Dias,2807105,280710,SE,Nordeste,As,291
Siriri,2807204,280720,SE,Nordeste,As,115
Telha,2807303,280730,SE,Nordeste,As,40
Tobias Barreto,2807402,280740,SE,Nordeste,As,245
Tomar do Geru,2807501,280750,SE,Nordeste,As,155
Umbaúba,2807600,280760,SE,Nordeste,Am,116
Abaíra,2900108,290010,BA,Nordeste,Aw,961
Abaré,2900207,290020,BA,Nordeste,BSh,367
Acajutiba,2900306,290030,BA,Nordeste,Am,145
Adustina,2900355,290035,BA,Nordeste,As,306
Água Fria,2900405,290040,BA,Nordeste,As,319
Érico Cardoso,2900504,290050,BA,Nordeste,Cwb,1076
Aiquara,2900603,290060,BA,Nordeste,Af,210
Alagoinhas,2900702,290070,BA,Nordeste,Af,187
Alcobaça,2900801,290080,BA,Nordeste,Af,47
Almadina,2900900,290090,BA,Nordeste,Aw,471
Amargosa,2901007,290100,BA,Nordeste,Aw,457
Amélia Rodrigues,2901106,290110,BA,Nordeste,Af,138
América Dourada,2901155,290115,BA,Nordeste,BSh,770
Anagé,2901205,290120,BA,Nordeste,BSh,640
Andaraí,2901304,290130,BA,Nordeste,Aw,603
Andorinha,2901353,290135,BA,Nordeste,As,462
Angical,2901403,290140,BA,Nordeste,Aw,549
Anguera,2901502,290150,BA,Nordeste,As,213
Antas,2901601,290160,BA,Nordeste,As,364
Antônio Cardoso,2901700,290170,BA,Nordeste,As,170
Antônio Gonçalves,2901809,290180,BA,Nordeste,As,672
Aporá,2901908,290190,BA,Nordeste,As,193
Apuarema,2901957,290195,BA,Nordeste,Af,354
Aracatu,2902005,290200,BA,Nordeste,BSh,556
Araças,2902054,290205,BA,Nordeste,Af,115
Araci,2902104,290210,BA,Nordeste,BSh,287
Aramari,2902203,290220,BA,Nordeste,Am,244
Arataca,2902252,290225,BA,Nordeste,Af,355
Aratuípe,2902302,290230,BA,Nordeste,Af,110
Aurelino Leal,2902401,290240,BA,Nordeste,Af,164
Baianópolis,2902500,290250,BA,Nordeste,Aw,774
Baixa Grande,2902609,290260,BA,Nordeste,As,355
Banzaê,2902658,290265,BA,Nordeste,As,334
Barra,2902708,290270,BA,Nordeste,Aw,479
Barra da Estiva,2902807,290280,BA,Nordeste,BSh,727
Barra do Choça,2902906,290290,BA,Nordeste,Cfa,849
Barra do Mendes,2903003,290300,BA,Nordeste,BSh,991
Barra do Rocha,2903102,290310,BA,Nordeste,Af,234
Barreiras,2903201,290320,BA,Nordeste,Aw,725
Barro Alto,2903235,290323,BA,Nordeste,BSh,785
Barrocas,2903276,290327,BA,Nordeste,As,357
Barro Preto,2903300,290330,BA,Nordeste,Af,177
Belmonte,2903409,290340,BA,Nordeste,Af,74
Belo Campo,2903508,290350,BA,Nordeste,Cwa,705
Biritinga,2903607,290360,BA,Nordeste,As,324
Boa Nova,2903706,290370,BA,Nordeste,BSh,690
Boa Vista do Tupim,2903805,290380,BA,Nordeste,BSh,412
Bom Jesus da Lapa,2903904,290390,BA,Nordeste,As,466
Bom Jesus da Serra,2903953,290395,BA,Nordeste,BSh,725
Boninal,2904001,290400,BA,Nordeste,Cwb,1135
Bonito,2904050,290405,BA,Nordeste,As,962
Boquira,2904100,290410,BA,Nordeste,As,668
Botuporã,2904209,290420,BA,Nordeste,As,746
Brejões,2904308,290430,BA,Nordeste,As,699
Brejolândia,2904407,290440,BA,Nordeste,Aw,559
Brotas de Macaúbas,2904506,290450,BA,Nordeste,As,959
Brumado,2904605,290460,BA,Nordeste,BSh,539
Buerarema,2904704,290470,BA,Nordeste,Af,203
Buritirama,2904753,290475,BA,Nordeste,Aw,580
Caatiba,2904803,290480,BA,Nordeste,Aw,504
Cabaceiras do Paraguaçu,2904852,290485,BA,Nordeste,Aw,178
Cachoeira,2904902,290490,BA,Nordeste,Af,99
Caculé,2905008,290500,BA,Nordeste,As,687
Caém,2905107,290510,BA,Nordeste,Aw,461
Caetanos,2905156,290515,BA,Nordeste,BSh,482
Caetité,2905206,290520,BA,Nordeste,As,888
Cafarnaum,2905305,290530,BA,Nordeste,BSh,825
Cairu,2905404,290540,BA,Nordeste,Af,15
Caldeirão Grande,2905503,290550,BA,Nordeste,Aw,446
Camacan,2905602,290560,BA,Nordeste,Af,284
Camaçari,2905701,290570,BA,Nordeste,Af,34
Camamu,2905800,290580,BA,Nordeste,Af,127
Campo Alegre de Lourdes,2905909,290590,BA,Nordeste,BSh,500
Campo Formoso,2906006,290600,BA,Nordeste,BSh,690
Canápolis,2906105,290610,BA,Nordeste,Aw,690
Canarana,2906204,290620,BA,Nordeste,BSh,776
Canavieiras,2906303,290630,BA,Nordeste,Af,52
Candeal,2906402,290640,BA,Nordeste,As,240
Candeias,2906501,290650,BA,Nordeste,Af,46
Candiba,2906600,290660,BA,Nordeste,As,661
Cândido Sales,2906709,290670,BA,Nordeste,Cwa,812
Cansanção,2906808,290680,BA,Nordeste,BSh,352
Canudos,2906824,290682,BA,Nordeste,BSh,500
Capela do Alto Alegre,2906857,290685,BA,Nordeste,BSh,332
Capim Grosso,2906873,290687,BA,Nordeste,BSh,396
Caraíbas,2906899,290689,BA,Nordeste,BSh,524
Caravelas,2906907,290690,BA,Nordeste,Af,86
Cardeal da Silva,2907004,290700,BA,Nordeste,Af,111
Carinhanha,2907103,290710,BA,Nordeste,As,477
Casa Nova,2907202,290720,BA,Nordeste,BSh,461
Castro Alves,2907301,290730,BA,Nordeste,As,231
Catolândia,2907400,290740,BA,Nordeste,Aw,709
Catu,2907509,290750,BA,Nordeste,Af,131
Caturama,2907558,290755,BA,Nordeste,As,644
Central,2907608,290760,BA,Nordeste,BSh,622
Chorrochó,2907707,290770,BA,Nordeste,BSh,409
Cícero Dantas,2907806,290780,BA,Nordeste,As,401
Cipó,2907905,290790,BA,Nordeste,As,178
Coaraci,2908002,290800,BA,Nordeste,Aw,354
Cocos,2908101,290810,BA,Nordeste,Aw,740
Conceição da Feira,2908200,290820,BA,Nordeste,Aw,184
Conceição do Almeida,2908309,290830,BA,Nordeste,Af,193
Conceição do Coité,2908408,290840,BA,Nordeste,BSh,326
Conceição do Jacuípe,2908507,290850,BA,Nordeste,Af,187
Conde,2908606,290860,BA,Nordeste,Af,54
Condeúba,2908705,290870,BA,Nordeste,As,786
Contendas do Sincorá,2908804,290880,BA,Nordeste,BSh,464
Coração de Maria,2908903,290890,BA,Nordeste,Aw,216
Cordeiros,2909000,290900,BA,Nordeste,As,842
Coribe,2909109,290910,BA,Nordeste,Aw,688
Coronel João Sá,2909208,290920,BA,Nordeste,BSh,249
Correntina,2909307,290930,BA,Nordeste,Aw,773
Cotegipe,2909406,290940,BA,Nordeste,Aw,454
Cravolândia,2909505,290950,BA,Nordeste,Aw,650
Crisópolis,2909604,290960,BA,Nordeste,As,174
Cristópolis,2909703,290970,BA,Nordeste,Aw,770
Cruz das Almas,2909802,290980,BA,Nordeste,Af,210
Curaçá,2909901,290990,BA,Nordeste,BSh,438
Dário Meira,2910008,291000,BA,Nordeste,Aw,372
Dias d'Ávila,2910057,291005,BA,Nordeste,Af,50
Dom Basílio,2910107,291010,BA,Nordeste,BSh,557
Dom Macedo Costa,2910206,291020,BA,Nordeste,Af,155
Elísio Medrado,2910305,291030,BA,Nordeste,Aw,362
Encruzilhada,2910404,291040,BA,Nordeste,Cwa,792
Entre Rios,2910503,291050,BA,Nordeste,Af,112
Esplanada,2910602,291060,BA,Nordeste,Af,97
Euclides da Cunha,2910701,291070,BA,Nordeste,As,472
Eunápolis,2910727,291072,BA,Nordeste,Aw,199
Fátima,2910750,291075,BA,Nordeste,As,305
Feira da Mata,2910776,291077,BA,Nordeste,Aw,574
Feira de Santana,2910800,291080,BA,Nordeste,As,204
Filadélfia,2910859,291085,BA,Nordeste,As,422
Firmino Alves,2910909,291090,BA,Nordeste,Aw,370
Floresta Azul,2911006,291100,BA,Nordeste,Aw,284
Formosa do Rio Preto,2911105,291110,BA,Nordeste,Aw,721
Gandu,2911204,291120,BA,Nordeste,Af,276
Gavião,2911253,291125,BA,Nordeste,BSh,319
Gentio do Ouro,2911303,291130,BA,Nordeste,Aw,866
Glória,2911402,291140,BA,Nordeste,BSh,376
Gongogi,2911501,291150,BA,Nordeste,Af,163
Governador Mangabeira,2911600,291160,BA,Nordeste,Aw,196
Guajeru,2911659,291165,BA,Nordeste,BSh,666
